,step,ms_reward,ms_phase,ms_policy,mn_reward,mn_phase,mn_policy,pg_reward,pg_phase,pg_policy,hn_reward,hn_phase,hn_policy,dz_reward,dz_phase,dz_policy
247,1535,446,1,[0.31296182 0.6870382 ],113,1,[0.32606608 0.6739339 ],113,1,[0.2578189 0.7421811],38,1,[0.32618454 0.4057024  0.2681131 ],-202,1,[0.6064988  0.07071742 0.12423021 0.19855365]
248,1540,448,1,[0.33033806 0.66966194],119,1,[0.23032823 0.7696718 ],124,1,[0.21302915 0.78697085],49,1,[0.33816203 0.4168632  0.24497484],-192,1,[0.60709834 0.0704291  0.12380751 0.19866507]
249,1545,454,1,[0.34760043 0.6523996 ],124,1,[0.26544297 0.7345571 ],137,1,[0.22401659 0.7759834 ],58,1,[0.33197322 0.41281107 0.25521576],-188,1,[0.6069649  0.07050906 0.12390903 0.19861707]
250,1550,458,1,[0.3820465  0.61795354],127,1,[0.27846953 0.72153044],148,1,[0.26289386 0.7371061 ],72,1,[0.28861687 0.39102754 0.32035562],-180,1,[0.5958476  0.07694161 0.13201277 0.19519807]
251,1555,465,1,[0.38726524 0.61273474],133,1,[0.26645467 0.7335453 ],159,1,[0.2698466  0.73015344],83,1,[0.33607182 0.4163776  0.24755065],-173,1,[0.59061605 0.0803185  0.13607357 0.19299187]
252,1560,469,1,[0.3607309 0.6392691],139,1,[0.25184932 0.74815065],171,1,[0.2263805  0.77361953],95,1,[0.33928737 0.41723353 0.24347907],-161,1,[0.5857614  0.08329496 0.13963948 0.19130407]
253,1565,471,1,[0.4845446  0.51545537],141,1,[0.23829444 0.7617056 ],182,1,[0.2091416 0.7908584],106,1,[0.3384348  0.4166972  0.24486797],-154,1,[0.581499   0.08587822 0.14262937 0.18999334]
254,1570,471,1,[0.4280212 0.5719788],142,1,[0.15095495 0.8490451 ],185,1,[0.20887972 0.79112023],111,1,[0.33808815 0.41792163 0.24399026],-238,1,[0.5539816  0.09626859 0.14836675 0.2013831 ]
255,1575,464,2,[0.49403748 0.5059625 ],149,2,[0.2475392 0.7524608],186,2,[0.2513552  0.74864477],104,2,[0.35272816 0.39563006 0.25164184],-235,4,[0.53823894 0.10248207 0.15140633 0.20787266]
256,1580,467,2,[0.44430283 0.5556972 ],150,2,[0.44672385 0.5532761 ],188,2,[0.2625111 0.737489 ],103,2,[0.35936853 0.33606726 0.3045642 ],-235,4,[0.5657752  0.09085381 0.14440505 0.19896594]
257,1585,475,2,[0.37238875 0.6276112 ],150,2,[0.56387657 0.43612346],189,2,[0.31550097 0.684499  ],102,2,[0.3506044  0.3454811  0.30391458],-235,4,[0.5559278  0.08355337 0.13362272 0.22689608]
258,1590,479,2,[0.4648586 0.5351414],150,2,[0.53673667 0.46326333],189,2,[0.48209253 0.51790744],100,2,[0.30420023 0.4004982  0.29530153],-235,4,[0.55767053 0.07828692 0.1271968  0.23684566]
259,1595,485,2,[0.47197914 0.52802086],149,2,[0.53992987 0.46007013],188,2,[0.4538136 0.5461864],102,2,[0.29564866 0.4043071  0.30004427],-237,4,[0.56635445 0.07212431 0.11971857 0.24180266]
260,1600,489,2,[0.46124044 0.5387595 ],148,2,[0.4565804 0.5434196],188,2,[0.42379028 0.57620966],102,2,[0.30767286 0.40083307 0.2914941 ],-240,4,[0.5599183  0.07408673 0.12082427 0.24517068]
261,1605,492,2,[0.43827388 0.56172615],148,2,[0.4589018  0.54109824],188,2,[0.412521   0.58747894],101,2,[0.306327   0.40141812 0.29225484],-242,4,[0.55158526 0.07667487 0.12223429 0.24950567]
262,1610,492,2,[0.39860064 0.6013994 ],147,2,[0.4560901  0.54390997],187,2,[0.47428975 0.5257103 ],99,2,[0.31269884 0.39957118 0.28772995],-245,4,[0.55425775 0.0758373  0.12178218 0.2481228 ]
263,1615,442,1,[0.27990773 0.72009224],16,1,[0.46707225 0.53292775],19,1,[0.543131   0.45686904],-75,1,[0.31541446 0.39868087 0.2859047 ],-325,1,[0.54531825 0.07865519 0.12327492 0.2527516 ]
264,1620,451,1,[0.3970406  0.60295945],29,1,[0.34564504 0.65435493],30,1,[0.35152292 0.6484771 ],-66,1,[0.30738065 0.41094682 0.2816725 ],-319,1,[0.5799048  0.07879286 0.12869237 0.21260992]
265,1625,460,1,[0.38891274 0.6110872 ],43,1,[0.34544197 0.65455806],34,1,[0.34483445 0.6551655 ],-57,1,[0.29582605 0.40780202 0.29637194],-317,1,[0.55880636 0.08669989 0.13337179 0.22112197]
266,1630,463,1,[0.33457822 0.6654218 ],54,1,[0.25415477 0.74584526],39,1,[0.36105067 0.6389494 ],-42,1,[0.31091776 0.40597853 0.2831037 ],-307,1,[0.535464   0.10176237 0.1483655  0.21440816]
267,1635,462,1,[0.21832667 0.78167325],60,1,[0.27223602 0.727764  ],45,1,[0.3104544 0.6895456],-32,1,[0.33986098 0.42255467 0.2375844 ],-293,1,[0.5304238  0.10539424 0.15204948 0.2121325 ]
268,1640,461,1,[0.22457716 0.7754228 ],66,1,[0.25287136 0.74712867],50,1,[0.43446586 0.5655342 ],-25,1,[0.3570393  0.42132086 0.2216398 ],-281,1,[0.5524634  0.0900455  0.13605608 0.22143495]
269,1645,462,1,[0.23212267 0.7678773 ],70,1,[0.23066492 0.7693351 ],57,1,[0.4143799  0.58562005],-19,1,[0.37177083 0.4175519  0.21067725],-276,1,[0.5320476  0.10423232 0.15087332 0.21284683]
270,1650,467,1,[0.34264416 0.6573558 ],84,1,[0.3116403 0.6883597],67,1,[0.47423473 0.52576536],-14,1,[0.38026977 0.36231664 0.2574136 ],-265,1,[0.5499914  0.09291473 0.13900033 0.21809354]
271,1655,473,1,[0.50845224 0.4915478 ],89,1,[0.27817965 0.72182035],73,1,[0.2735676  0.72643244],-9,1,[0.32332608 0.410995   0.2656789 ],-256,1,[0.53747165 0.10193831 0.14816979 0.2124202 ]
272,1660,480,1,[0.4947954 0.5052046],94,1,[0.23239706 0.7676029 ],84,1,[0.25038356 0.74961644],1,1,[0.32663342 0.4058954  0.2674712 ],-249,1,[0.57892656 0.08582131 0.1400079  0.1952443 ]
273,1665,484,1,[0.39409775 0.60590225],102,1,[0.2568751 0.7431249],95,1,[0.2141664 0.7858336],7,1,[0.31422064 0.395112   0.29066738],-244,1,[0.609148   0.07061456 0.12354612 0.19669127]
274,1670,489,1,[0.5578454  0.44215456],106,1,[0.31425986 0.6857401 ],103,1,[0.22993362 0.7700664 ],13,1,[0.31325397 0.3947663  0.2919797 ],-236,1,[0.61011845 0.07015319 0.12305315 0.19667518]
275,1675,492,1,[0.36120933 0.63879067],110,1,[0.31797242 0.6820275 ],115,1,[0.2404367 0.7595633],25,1,[0.32541576 0.38112402 0.29346025],-229,1,[0.60976595 0.07031693 0.12329833 0.19661877]
276,1680,496,1,[0.35566694 0.64433306],114,1,[0.31320655 0.6867934 ],127,1,[0.23497066 0.7650294 ],37,1,[0.30257353 0.38459    0.31283647],-226,1,[0.56251967 0.0932717  0.15639237 0.18781635]
277,1685,498,1,[0.38037708 0.61962295],119,1,[0.26638055 0.73361945],139,1,[0.2512618  0.74873817],48,1,[0.28411117 0.38401705 0.33187178],-221,1,[0.5451163  0.10013965 0.16827698 0.1864671 ]
278,1690,501,1,[0.38212857 0.6178714 ],127,1,[0.269149   0.73085105],148,1,[0.2618262 0.7381737],60,1,[0.3601163  0.3368561  0.30302763],-210,1,[0.56761914 0.09126697 0.15294056 0.18817338]
279,1695,504,1,[0.5256384 0.4743615],132,1,[0.24696249 0.7530376 ],157,1,[0.23628229 0.7637177 ],70,1,[0.3588538  0.33360195 0.3075443 ],-200,1,[0.5732667  0.08912109 0.14856377 0.18904842]
280,1700,505,1,[0.5028072  0.49719274],136,1,[0.17984118 0.8201588 ],170,1,[0.20165525 0.79834473],80,1,[0.35597435 0.33582142 0.3082043 ],-192,1,[0.59243715 0.07558019 0.13571216 0.19627047]
281,1705,504,1,[0.4612872 0.5387128],137,1,[0.1560702  0.84392977],173,1,[0.242314   0.75768596],84,1,[0.35389677 0.3371282  0.3089751 ],-276,1,[0.5803824  0.07996634 0.14395371 0.19569758]
282,1710,498,2,[0.4931759 0.5068242],145,2,[0.23825838 0.76174164],177,2,[0.34517083 0.6548292 ],78,2,[0.3570338  0.33722758 0.3057386 ],-275,4,[0.61190337 0.06866278 0.1229816  0.19645219]
283,1715,504,2,[0.4513769  0.54862314],146,2,[0.39160138 0.6083987 ],179,2,[0.30080897 0.69919103],77,2,[0.38204038 0.35619542 0.26176423],-273,4,[0.61981034 0.06589127 0.11785639 0.19644208]
284,1720,511,2,[0.40474802 0.5952519 ],145,2,[0.38648033 0.61351967],180,2,[0.42395434 0.5760457 ],76,2,[0.3437597  0.35805786 0.2981825 ],-270,4,[0.593225   0.06681528 0.1152163  0.22474341]
285,1725,515,2,[0.45622998 0.5437701 ],145,2,[0.42642713 0.5735729 ],180,2,[0.48753443 0.5124656 ],75,2,[0.28797388 0.40817016 0.30385596],-269,4,[0.58049494 0.06712482 0.11383714 0.23854311]
286,1730,520,2,[0.50512034 0.4948797 ],144,2,[0.39374545 0.60625464],180,2,[0.4938884 0.5061116],74,2,[0.2868563  0.40926343 0.30388027],-269,4,[0.5804926  0.06712487 0.11383688 0.23854564]
287,1735,524,2,[0.5822722  0.41772783],144,2,[0.38908416 0.6109159 ],180,2,[0.47588682 0.5241131 ],74,2,[0.29336008 0.4112744  0.2953655 ],-272,4,[0.5804925  0.06712488 0.11383685 0.23854582]
288,1740,528,2,[0.60253775 0.3974622 ],144,2,[0.40970665 0.59029335],180,2,[0.43679288 0.5632071 ],73,2,[0.3116732 0.4158594 0.2724674],-274,4,[0.5804925  0.06712488 0.11383685 0.23854582]
289,1745,529,2,[0.6817201  0.31827992],143,2,[0.43152004 0.56847996],179,2,[0.438687   0.56131303],72,2,[0.3171093  0.41698056 0.26591012],-277,4,[0.58049244 0.06712487 0.11383684 0.23854582]
290,1750,477,1,[0.62062114 0.37937889],16,1,[0.43714595 0.56285405],19,1,[0.4667899  0.53321016],-94,1,[0.29455462 0.4116116  0.29383376],-358,1,[0.58049244 0.06712487 0.11383684 0.23854582]
291,1755,488,1,[0.39502612 0.6049739 ],31,1,[0.23476847 0.76523155],29,1,[0.45210582 0.5478942 ],-82,1,[0.3242436  0.41831452 0.25744185],-354,1,[0.5816039  0.06710106 0.11395995 0.2373351 ]
292,1760,495,1,[0.41830224 0.5816977 ],44,1,[0.17774281 0.8222572 ],36,1,[0.3582536  0.64174634],-73,1,[0.34569946 0.43571952 0.21858098],-351,1,[0.6198024  0.06588162 0.11783525 0.19648072]
293,1765,499,1,[0.36323416 0.63676584],54,1,[0.22319397 0.77680606],41,1,[0.43939656 0.5606034 ],-55,1,[0.34611207 0.4358694  0.21801853],-340,1,[0.61983496 0.06587894 0.11783556 0.1964506 ]
294,1770,498,1,[0.20419142 0.7958086 ],60,1,[0.1910916 0.8089084],47,1,[0.33959946 0.6604005 ],-47,1,[0.34614757 0.4375131  0.21633926],-325,1,[0.61984956 0.06587899 0.11783747 0.19643393]
295,1775,498,1,[0.23725522 0.7627447 ],65,1,[0.19899613 0.8010038 ],54,1,[0.40885618 0.59114385],-39,1,[0.3473488  0.43591437 0.21673681],-320,1,[0.6196158  0.06595011 0.11788562 0.19654852]
296,1780,499,1,[0.22912325 0.7708767 ],71,1,[0.18698217 0.8130178 ],58,1,[0.36423144 0.6357686 ],-32,1,[0.44243658 0.34709463 0.21046887],-308,1,[0.6095345  0.069055   0.11993921 0.20147127]
297,1785,503,1,[0.4089472  0.59105283],86,1,[0.2522101  0.74778986],68,1,[0.30589643 0.69410354],-27,1,[0.38501823 0.3680436  0.24693818],-295,1,[0.61863565 0.06624874 0.11808725 0.19702835]
298,1790,511,1,[0.4828898 0.5171102],94,1,[0.299708   0.70029193],75,1,[0.27026752 0.7297325 ],-21,1,[0.3373287  0.39102757 0.27164382],-284,1,[0.6198178  0.06588904 0.11784782 0.19644532]
299,1795,521,1,[0.49312016 0.5068798 ],98,1,[0.19784674 0.8021532 ],84,1,[0.24713324 0.7528668 ],-14,1,[0.31999516 0.4333222  0.2466827 ],-277,1,[0.6198525  0.06587814 0.11783712 0.19643229]
300,1800,526,1,[0.34173086 0.65826917],102,1,[0.29787818 0.70212185],95,1,[0.24469231 0.7553077 ],-5,1,[0.32518166 0.43054324 0.24427514],-271,1,[0.6198022  0.06589566 0.11786954 0.19643259]
301,1805,527,1,[0.2719951 0.7280049],107,1,[0.26005152 0.7399485 ],105,1,[0.2526151 0.7473849],1,1,[0.37410203 0.39603728 0.22986074],-263,1,[0.6131533  0.06822326 0.12217382 0.19644964]
302,1810,527,1,[0.35687822 0.6431218 ],112,1,[0.2277959  0.77220404],118,1,[0.2175627  0.78243726],12,1,[0.37313724 0.36670133 0.26016146],-257,1,[0.5864097  0.07776968 0.13989097 0.19592962]
303,1815,533,1,[0.38858753 0.61141247],119,1,[0.24111848 0.7588815 ],127,1,[0.27253237 0.7274676 ],24,1,[0.33035564 0.42983767 0.23980667],-253,1,[0.6162708  0.0671181  0.12012284 0.19648834]
304,1820,537,1,[0.36185768 0.63814235],122,1,[0.3093396 0.6906604],139,1,[0.24743327 0.7525667 ],34,1,[0.3100796  0.42015442 0.2697659 ],-247,1,[0.60681146 0.07046095 0.12631766 0.19640996]
305,1825,539,1,[0.3709956 0.6290044],130,1,[0.12893376 0.8710662 ],150,1,[0.30940533 0.6905947 ],46,1,[0.35115647 0.42934465 0.2194989 ],-238,1,[0.61193997 0.0686502  0.12296393 0.19644587]
306,1830,543,1,[0.36535883 0.6346412 ],133,1,[0.26719058 0.7328094 ],159,1,[0.24031171 0.7596883 ],60,1,[0.38392815 0.38157895 0.23449287],-229,1,[0.5971554  0.07389999 0.13269684 0.1962478 ]
307,1835,547,1,[0.31860867 0.68139136],133,1,[0.16687581 0.8331242 ],170,1,[0.26807734 0.7319226 ],70,1,[0.376308   0.36078587 0.2629061 ],-223,1,[0.579366   0.0803311  0.14465962 0.19564319]
308,1840,546,1,[0.40322176 0.5967783 ],134,1,[0.20091164 0.7990884 ],172,1,[0.35962555 0.6403744 ],74,1,[0.39683944 0.36911866 0.2340419 ],-305,1,[0.618422   0.0663773  0.11875542 0.19644536]
309,1845,542,2,[0.43061203 0.56938803],140,2,[0.16684172 0.8331583 ],176,2,[0.39743564 0.60256433],71,2,[0.377431   0.36734903 0.25522   ],-306,4,[0.61983687 0.06588297 0.11784095 0.19643927]
310,1850,546,2,[0.492813   0.50718707],142,2,[0.3221163  0.67788374],178,2,[0.34214094 0.657859  ],72,2,[0.3621444 0.3630232 0.2748323],-304,4,[0.6198321  0.06588433 0.11784108 0.19644257]
311,1855,553,2,[0.5768388  0.42316118],141,2,[0.35158122 0.6484188 ],180,2,[0.33667922 0.6633208 ],72,2,[0.35758275 0.3630479  0.27936932],-304,4,[0.61985177 0.06587814 0.11783681 0.19643329]
312,1860,558,2,[0.6020564  0.39794368],141,2,[0.37053317 0.6294668 ],181,2,[0.47129792 0.5287021 ],71,2,[0.34757715 0.35475186 0.29767096],-306,4,[0.6197727  0.0658817  0.11782973 0.19651587]
313,1865,562,2,[0.53551537 0.4644847 ],140,2,[0.34502363 0.6549763 ],180,2,[0.3630125  0.63698757],69,2,[0.34969303 0.35036638 0.29994062],-309,4,[0.6003899  0.06659217 0.11593751 0.21708046]
314,1870,566,2,[0.51232624 0.4876737 ],139,2,[0.3321343  0.66786575],179,2,[0.36982086 0.6301791 ],68,2,[0.34719944 0.35016358 0.30263707],-311,4,[0.58750933 0.06695221 0.11458246 0.230956  ]
315,1875,570,2,[0.510719   0.48928097],140,2,[0.33687553 0.66312444],180,2,[0.36821473 0.6317853 ],67,2,[0.3441582  0.34981418 0.3060276 ],-314,4,[0.5832598  0.06705222 0.11411934 0.23556869]
316,1880,570,2,[0.63891137 0.3610886 ],139,2,[0.32596558 0.6740344 ],179,2,[0.44763127 0.5523687 ],66,2,[0.3487215  0.34954777 0.30173084],-316,4,[0.58173054 0.06708598 0.11395082 0.23723269]
317,1885,511,1,[0.68234736 0.31765258],16,1,[0.40634596 0.59365404],20,1,[0.44420636 0.5557936 ],-109,1,[0.3704739  0.3493282  0.28019792],-393,1,[0.5808408  0.06710508 0.11385229 0.23820186]
318,1890,520,1,[0.36899534 0.63100463],31,1,[0.2395194 0.7604806],32,1,[0.39980057 0.6001994 ],-98,1,[0.3388972  0.43034685 0.23075603],-386,1,[0.6196218  0.06588773 0.11781535 0.19667512]
319,1895,528,1,[0.42271584 0.5772842 ],46,1,[0.287964 0.712036],41,1,[0.35603848 0.6439615 ],-88,1,[0.31362456 0.43858573 0.24778973],-382,1,[0.61983454 0.06588408 0.11784573 0.19643565]
320,1900,530,1,[0.39520776 0.60479224],59,1,[0.18033452 0.8196655 ],47,1,[0.41445953 0.58554053],-73,1,[0.288924   0.46620095 0.24487503],-370,1,[0.6212884  0.06505127 0.11754738 0.19611292]
321,1905,530,1,[0.24074346 0.75925654],68,1,[0.18194054 0.8180595 ],53,1,[0.2535286  0.74647146],-64,1,[0.2889401  0.46642572 0.24463415],-358,1,[0.6212887  0.06505113 0.11754721 0.19611292]
322,1910,529,1,[0.21536334 0.7846367 ],73,1,[0.18915632 0.8108437 ],59,1,[0.34615147 0.65384847],-56,1,[0.29063398 0.42479938 0.28456658],-344,1,[0.6212475  0.06506358 0.11755576 0.19613321]
323,1915,530,1,[0.22659351 0.7734065 ],81,1,[0.18974958 0.8102504 ],63,1,[0.3515557 0.6484443],-50,1,[0.28727883 0.46162522 0.25109598],-331,1,[0.62128705 0.06505162 0.11754753 0.19611375]
324,1920,531,1,[0.40548864 0.59451133],90,1,[0.24074188 0.75925815],71,1,[0.25182316 0.7481768 ],-44,1,[0.29622903 0.45909995 0.24467105],-317,1,[0.62128854 0.06505116 0.11754724 0.19611302]
325,1925,535,1,[0.39226693 0.6077331 ],99,1,[0.22158764 0.7784124 ],83,1,[0.2246824 0.7753176],-39,1,[0.28689304 0.44671813 0.2663888 ],-309,1,[0.6212887  0.06505112 0.11754721 0.19611292]
326,1930,544,1,[0.45439094 0.54560906],112,1,[0.26441762 0.7355824 ],90,1,[0.21752796 0.78247213],-31,1,[0.26874247 0.44102097 0.29023656],-303,1,[0.6212887  0.06505112 0.11754721 0.19611292]
327,1935,553,1,[0.37295863 0.62704134],121,1,[0.18370253 0.8162974 ],100,1,[0.23406544 0.7659346 ],-23,1,[0.28236678 0.41127986 0.3063533 ],-297,1,[0.6212887  0.06505113 0.11754721 0.19611292]
328,1940,561,1,[0.38720444 0.6127956 ],123,1,[0.28613132 0.7138687 ],109,1,[0.2530402 0.7469598],-12,1,[0.28359228 0.40945396 0.30695367],-292,1,[0.6212887  0.06505113 0.11754721 0.19611298]
329,1945,567,1,[0.35831508 0.6416849 ],126,1,[0.23039395 0.76960605],124,1,[0.27962592 0.7203741 ],-2,1,[0.28465077 0.4087431  0.3066061 ],-289,1,[0.6212887  0.06505113 0.11754721 0.19611295]
330,1950,567,1,[0.2904452 0.7095548],132,1,[0.24171588 0.75828415],138,1,[0.28918844 0.7108115 ],6,1,[0.28288296 0.40743163 0.3096855 ],-279,1,[0.6212887  0.06505112 0.11754721 0.19611292]
331,1955,571,1,[0.3439551 0.6560449],136,1,[0.17942305 0.82057697],149,1,[0.35159758 0.64840245],21,1,[0.28848702 0.41354415 0.2979689 ],-268,1,[0.6212887  0.06505113 0.11754722 0.19611292]
332,1960,573,1,[0.36010814 0.6398919 ],143,1,[0.18168263 0.81831735],160,1,[0.31561986 0.6843801 ],32,1,[0.28226176 0.4098341  0.30790415],-265,1,[0.6212719  0.06506088 0.11755991 0.19610728]
333,1965,580,1,[0.3922771 0.607723 ],147,1,[0.21216787 0.78783214],168,1,[0.2642061 0.7357939],43,1,[0.29004785 0.4175929  0.29235923],-255,1,[0.62128866 0.06505118 0.11754729 0.1961129 ]
334,1970,587,1,[0.34289768 0.65710235],149,1,[0.19360141 0.8063986 ],179,1,[0.23201959 0.76798034],55,1,[0.28536677 0.40961653 0.30501673],-245,1,[0.62128866 0.06505117 0.11754726 0.1961129 ]
335,1975,588,1,[0.35266858 0.6473315 ],147,1,[0.15968007 0.84031993],182,1,[0.25658238 0.74341756],61,1,[0.27730045 0.41887757 0.30382207],-341,1,[0.61982584 0.06589992 0.11865161 0.19562256]
336,1980,581,2,[0.5568878  0.44311225],154,2,[0.22327352 0.7767265 ],184,2,[0.26362067 0.7363793 ],57,2,[0.31698442 0.35626936 0.32674623],-340,4,[0.6212866  0.06505238 0.11754885 0.19611222]
337,1985,587,2,[0.43034267 0.56965727],154,2,[0.41019452 0.5898055 ],186,2,[0.24263546 0.7573646 ],59,2,[0.30884138 0.33197123 0.35918736],-338,4,[0.6212887  0.06505113 0.11754721 0.19611292]
338,1990,593,2,[0.4368501 0.5631499],154,2,[0.42347538 0.5765247 ],188,2,[0.27348918 0.7265108 ],59,2,[0.32562625 0.34835896 0.32601476],-338,4,[0.6212887  0.06505113 0.11754721 0.19611298]
339,1995,598,2,[0.47762364 0.52237636],154,2,[0.42782333 0.57217664],189,2,[0.3132778  0.68672216],58,2,[0.28869644 0.40361127 0.30769232],-336,4,[0.62125194 0.06505269 0.11754384 0.19615154]
340,2000,604,2,[0.46090305 0.539097  ],153,2,[0.38016602 0.619834  ],189,2,[0.43524203 0.56475794],56,2,[0.28441307 0.4101028  0.3054841 ],-335,4,[0.6066028  0.06561655 0.11614684 0.21163388]
341,2005,607,2,[0.4870035 0.5129965],152,2,[0.38194445 0.6180556 ],188,2,[0.41797638 0.5820236 ],55,2,[0.28444645 0.41015643 0.30539715],-333,4,[0.5909203  0.06609182 0.11453781 0.22844999]
342,2010,610,2,[0.48435774 0.5156422 ],152,2,[0.4107357 0.5892643],188,2,[0.39863154 0.60136837],54,2,[0.28441614 0.4101468  0.30543703],-336,4,[0.58555114 0.06622545 0.11396167 0.23426178]
343,2015,610,2,[0.5074525  0.49254748],151,2,[0.36636117 0.63363886],187,2,[0.47133622 0.52866375],53,2,[0.28441644 0.41014656 0.30543706],-338,4,[0.5820413  0.06630497 0.11357836 0.23807529]
344,2020,545,1,[0.37471917 0.62528086],14,1,[0.30036482 0.69963515],21,1,[0.5934872  0.40651277],-124,1,[0.2844222 0.4101237 0.3054541],-426,1,[0.58210605 0.06630356 0.11358546 0.23800491]
345,2025,556,1,[0.4175485 0.5824515],29,1,[0.2569676  0.74303234],31,1,[0.33924583 0.6607542 ],-115,1,[0.2848668  0.41029832 0.30483493],-421,1,[0.62126404 0.06505217 0.11754493 0.19613875]
346,2030,562,1,[0.32235605 0.677644  ],42,1,[0.25345784 0.7465422 ],37,1,[0.31909278 0.6809072 ],-106,1,[0.30365208 0.42966983 0.26667807],-418,1,[0.6212886  0.0650512  0.11754727 0.1961129 ]
347,2035,562,1,[0.38725525 0.61274475],55,1,[0.19859149 0.8014086 ],44,1,[0.37020832 0.6297916 ],-93,1,[0.30020133 0.45815122 0.24164745],-409,1,[0.6212833  0.06505278 0.11754835 0.19611557]
348,2040,562,1,[0.23039033 0.76960963],63,1,[0.20031655 0.7996835 ],49,1,[0.26231763 0.73768234],-86,1,[0.28151324 0.45640713 0.2620796 ],-393,1,[0.621288   0.06505139 0.11754747 0.19611312]
349,2045,564,1,[0.2008349  0.79916507],66,1,[0.19111912 0.8088809 ],51,1,[0.39996323 0.6000367 ],-81,1,[0.2756805  0.45011294 0.27420652],-382,1,[0.6212787  0.06505413 0.11754926 0.19611783]
350,2050,563,1,[0.21471119 0.7852889 ],72,1,[0.20364825 0.79635173],55,1,[0.36556455 0.6344354 ],-78,1,[0.2686417  0.44562688 0.2857314 ],-372,1,[0.62124676 0.06506378 0.11755589 0.19613358]
351,2055,569,1,[0.27561873 0.7243813 ],81,1,[0.27765116 0.7223488 ],61,1,[0.21633634 0.7836637 ],-73,1,[0.27052566 0.46545187 0.26402253],-361,1,[0.62128854 0.06505118 0.11754724 0.19611304]
352,2060,576,1,[0.39659142 0.6034086 ],89,1,[0.18925308 0.8107469 ],69,1,[0.21145873 0.7885413 ],-66,1,[0.27024883 0.5064398  0.2233114 ],-362,1,[0.6212887  0.06505112 0.11754721 0.19611292]
353,2065,585,1,[0.3859818  0.61401826],102,1,[0.19768448 0.8023155 ],81,1,[0.18953784 0.8104621 ],-58,1,[0.26942074 0.5274153  0.20316397],-360,1,[0.6212887  0.06505112 0.11754721 0.19611292]
354,2070,589,1,[0.3350876 0.6649124],109,1,[0.15426792 0.84573203],95,1,[0.19053976 0.8094602 ],-48,1,[0.2698897  0.5292939  0.20081638],-354,1,[0.6212887  0.06505112 0.11754721 0.19611292]
355,2075,593,1,[0.3758351  0.62416494],114,1,[0.20212124 0.79787874],104,1,[0.21042295 0.78957707],-37,1,[0.2675741  0.53377295 0.19865303],-346,1,[0.621288   0.0650516  0.11754782 0.19611269]
356,2080,594,1,[0.3874425 0.6125575],114,1,[0.3012068 0.6987932],110,1,[0.23559628 0.76440376],-26,1,[0.2866195  0.49747497 0.21590552],-335,1,[0.62128866 0.06505122 0.11754731 0.1961129 ]
357,2085,596,1,[0.35595495 0.64404505],117,1,[0.2819092  0.71809083],121,1,[0.23975821 0.76024175],-13,1,[0.2793557  0.48769978 0.23294455],-332,1,[0.6212886  0.06505118 0.11754727 0.19611295]
358,2090,597,1,[0.30863944 0.69136053],118,1,[0.26614362 0.7338564 ],131,1,[0.26682898 0.733171  ],-5,1,[0.30072156 0.49846312 0.20081536],-320,1,[0.6212887  0.06505113 0.11754721 0.19611292]
359,2095,598,1,[0.24665809 0.75334185],124,1,[0.2725811 0.7274189],142,1,[0.24215417 0.7578459 ],3,1,[0.28814724 0.49658802 0.21526474],-307,1,[0.6212887  0.06505113 0.11754721 0.19611292]
360,2100,606,1,[0.29786715 0.70213294],127,1,[0.25046366 0.74953634],150,1,[0.22344142 0.7765586 ],14,1,[0.29128042 0.49350646 0.21521308],-299,1,[0.6266082  0.06213309 0.1164213  0.19483744]
361,2105,611,1,[0.34337008 0.65663   ],133,1,[0.19395892 0.80604106],161,1,[0.2446352 0.7553647],24,1,[0.29085302 0.493331   0.2158159 ],-290,1,[0.6263349  0.06228755 0.11662903 0.1947485 ]
362,2110,610,1,[0.2841893 0.7158107],136,1,[0.15300801 0.846992  ],165,1,[0.24623145 0.75376856],30,1,[0.28803316 0.4975294  0.21443744],-373,1,[0.62349766 0.06389516 0.1187811  0.19382606]
363,2115,600,2,[0.3499414  0.65005857],145,2,[0.18369858 0.8163014 ],168,2,[0.293481   0.70651907],25,2,[0.29104272 0.49373668 0.21522063],-369,4,[0.6233255  0.06399329 0.1189122  0.19376901]
364,2120,606,2,[0.3933091  0.60669094],146,2,[0.29837045 0.7016296 ],169,2,[0.22781858 0.7721814 ],24,2,[0.2912695  0.49338785 0.2153427 ],-370,4,[0.6266073  0.06213361 0.11642197 0.19483714]
365,2125,613,2,[0.41018978 0.58981025],145,2,[0.3737383 0.6262617],171,2,[0.22773327 0.7722667 ],23,2,[0.2906795  0.49278146 0.216539  ],-372,4,[0.62660855 0.06213284 0.11642094 0.19483764]
366,2130,618,2,[0.4909333  0.50906664],145,2,[0.3846456  0.61535436],172,2,[0.33296904 0.66703093],23,2,[0.28421658 0.48609126 0.22969218],-375,4,[0.62660605 0.06213296 0.11642071 0.19484034]
367,2135,621,2,[0.5202163  0.47978368],144,2,[0.37799504 0.62200487],171,2,[0.36800715 0.6319929 ],22,2,[0.28089786 0.48367095 0.23543118],-377,4,[0.62359035 0.06226502 0.11615499 0.19798966]
368,2140,626,2,[0.46674955 0.53325045],143,2,[0.40483284 0.5951671 ],170,2,[0.35955667 0.6404434 ],20,2,[0.28701425 0.49096194 0.22202389],-380,4,[0.62077874 0.06238364 0.11590301 0.20093462]
